Date,Value
1800-01-01,188.2026172983832
1800-01-02,120.01786091837783
1800-01-03,148.9569012054203
1800-01-04,212.0746644605229
1800-01-05,193.41790750856515
1800-01-06,51.186118508263036
1800-01-07,147.56443887988002
1800-01-08,92.50216409083278
1800-01-09,94.91908941885715
1800-01-10,120.61996560907136
1800-01-11,107.30222857471473
1800-01-12,172.82373587033817
1800-01-13,138.17195828615831
1800-01-14,106.21383536126999
1800-01-15,122.33325968302064
1800-01-16,116.83382892498446
1800-01-17,174.86408172617428
1800-01-18,89.9122313936281
1800-01-19,115.83354717978884
1800-01-20,57.485393649284745
1800-01-21,-27.44929065830391
1800-01-22,132.8911504264491
1800-01-23,143.44205212053959
1800-01-24,63.1220136825779
1800-01-25,213.72801942991867
1800-01-26,27.532029030641283
1800-01-27,102.54826415819615
1800-01-28,90.91117232697988
1800-01-29,176.91935308404578
1800-01-30,173.75835940179246
1800-01-31,108.04782173518352
1800-02-01,119.21860697701038
1800-02-02,55.93122516506489
1800-02-03,1.2907216882481123
1800-02-04,82.94497118931622
1800-02-05,108.16806167040804
1800-02-06,161.8751828146864
1800-02-07,160.4896777842187
1800-02-08,81.01438204500519
1800-02-09,85.2756239608479
1800-02-10,47.97315281437956
1800-02-11,29.40994479091293
1800-02-12,15.107373704847006
1800-02-13,197.96969558813186
1800-02-14,74.95836033371374
1800-02-15,78.5472989399008
1800-02-16,37.82129162163767
1800-02-17,139.34562402401394
1800-02-18,19.786261467516383
1800-02-19,89.85418845252259
1800-02-20,55.72792402625631
1800-02-21,119.8564276066348
1800-02-22,74.9810974680727
1800-02-23,41.49979777845391
1800-02-24,99.13234921101403
1800-02-25,121.96810880325451
1800-02-26,103.88743205019402
1800-02-27,115.69522247794242
1800-02-28,68.86558057253917
1800-03-01,82.45468562868129
1800-03-02,66.97878121660894
1800-03-03,82.63420621176573
1800-03-04,59.96461187607508
1800-03-05,14.317858557438171
1800-03-06,109.51335948875378
1800-03-07,80.56307027411768
1800-03-08,19.152265451214376
1800-03-09,123.81136229741294
1800-03-10,55.317399030292265
1800-03-11,103.28965577441463
1800-03-12,137.1569838355617
1800-03-13,107.16167201365712
1800-03-14,157.69263245917864
1800-03-15,38.99137997778393
1800-03-16,120.85982682512369
1800-03-17,66.51231499743773
1800-03-18,57.223037871094654
1800-03-19,71.83048888533226
1800-03-20,85.2054233182784
1800-03-21,103.6013958450588
1800-03-22,42.54571651125952
1800-03-23,145.85461372302458
1800-03-24,124.10649319485901
1800-03-25,24.02126973572932
1800-03-26,175.25614758895955
1800-03-27,195.6480815587331
1800-03-28,159.80268718174713
1800-03-29,91.87755370834479
1800-03-30,47.3462523073709
1800-03-31,153.61655862222938
1800-04-01,80.74521482872781
1800-04-02,162.03640660726302
1800-04-03,111.33799391188106
1800-04-04,149.76628976136254
1800-04-05,118.76275173437924
1800-04-06,136.28318523318308
1800-04-07,101.4896238170985
1800-04-08,190.2682444434673
1800-04-09,107.33042236022179
1800-04-10,121.0943848839893
1800-04-11,195.16255156122952
1800-04-12,33.627164658007246
1800-04-13,37.500969807706824
1800-04-14,149.50515816701022
1800-04-15,42.389256540870996
1800-04-16,198.23659112696726
1800-04-17,80.38468886499422
1800-04-18,63.703004400079045
1800-04-19,197.23295437602894
1800-04-20,175.12170171448224
1800-04-21,194.48402026580044
1800-04-22,146.4184162710129
1800-04-23,58.06501122844198
1800-04-24,196.63965627132524
1800-04-25,87.74635421536507
1800-04-26,141.2794577107796
1800-04-27,148.5293524792394
1800-04-28,93.42636661726998
1800-04-29,131.89095798214413
1800-04-30,147.30744224806472
1800-05-01,120.02850544438925
1800-05-02,46.247310586339715
1800-05-03,116.13938106696743
1800-05-04,167.55689044440604
1800-05-05,66.51932688925211
1800-05-06,93.7761181376799
1800-05-07,79.51029385880308
1800-05-08,193.7412851723533
1800-05-09,134.90296491529014
1800-05-10,121.67144820588838
1800-05-11,62.8126830137151
1800-05-12,128.2810776558047
1800-05-13,67.61211742676412
1800-05-14,102.9304117550571
1800-05-15,69.55671431749094
1800-05-16,135.1808183923456
1800-05-17,130.19883089794482
1800-05-18,90.96448972416809
1800-05-19,121.18990158581445
1800-05-20,46.74662997976689
1800-05-21,26.84696625856894
1800-05-22,123.3895724487316
1800-05-23,109.76380465998659
1800-05-24,133.19184525612215
1800-05-25,220.60765668927337
1800-05-26,148.68453784466055
1800-05-27,55.829598786601174
1800-05-28,157.3316720419781
1800-05-29,35.69563570479431
1800-05-30,78.42192559772991
1800-05-31,98.09922619534034
1800-06-01,187.18859418225986
1800-06-02,64.2938696508037
1800-06-03,60.21983748902528
1800-06-04,96.62929288487233
1800-06-05,68.38816048772571
1800-06-06,157.9040276264643
1800-06-07,47.585813833997996
1800-06-08,44.219115378468146
1800-06-09,79.71170552458112
1800-06-10,76.71124600599425
1800-06-11,198.09963302639412
1800-06-12,149.1042334929985
1800-06-13,106.02091904346757
1800-06-14,40.38174587663078
1800-06-15,143.88183649868293
1800-06-16,51.66308718623055
1800-06-17,24.445467610670022
1800-06-18,161.0956809778477
1800-06-19,117.55149188409902
1800-06-20,147.757473421565
1800-06-21,117.66108684148801
1800-06-22,144.5764077685314
1800-06-23,69.19377150479818
1800-06-24,50.0430840944415
1800-06-25,135.84512812915753
1800-06-26,61.605096055449614
1800-06-27,67.3082684434529
1800-06-28,79.01931123977462
1800-06-29,102.68007446953283
1800-06-30,84.11660207630517
1800-07-01,33.0789151069408
1800-07-02,69.65574279332435
1800-07-03,-9.323310500758652
1800-07-04,133.1186048557843
1800-07-05,21.764335736620126
1800-07-06,46.65823877673976
1800-07-07,104.49584796118981
1800-07-08,64.91963344743019
1800-07-09,179.05870332516525
1800-07-10,37.27531937556837
1800-07-11,115.28090065529393
1800-07-12,99.97440962183757
1800-07-13,43.54407001091553
1800-07-14,128.1227733088136
1800-07-15,93.39182012495343
1800-07-16,140.56886167028048
1800-07-17,143.16474025110833
1800-07-18,210.16152948017617
1800-07-19,168.8363299711786
1800-07-20,83.5610421055534
1800-07-21,90.06137764739722
1800-07-22,157.02351986437048
1800-07-23,134.8139311703714
1800-07-24,134.0675265238553
1800-07-25,21.22335460877764
1800-07-26,100.8650582304278
1800-07-27,65.19002763695902
1800-07-28,116.09801271718997
1800-07-29,97.20447397168257
1800-07-30,147.63115056838245
1800-07-31,117.99332865446239
1800-08-01,141.45902975281467
1800-08-02,78.83189158446366
1800-08-03,54.94074942077166
1800-08-04,81.67079437361079
1800-08-05,101.33247617945297
1800-08-06,121.15130251090086
1800-08-07,215.16938315024828
1800-08-08,100.10129893727184
1800-08-09,54.42712842240497
1800-08-10,84.93551261105816
1800-08-11,79.06502663505239
1800-08-12,126.32912404980812
1800-08-13,25.225425655232172
1800-08-14,105.43860312646119
1800-08-15,110.11105837644959
1800-08-16,113.90501237278812
1800-08-17,72.44038722205931
1800-08-18,90.42033531414214
